SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4
2021-2022,17,ILLINOIS,IL,Jefferson High School,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-0410120500004,1.73451E+11,1703585,4145 Samuelson Rd,,,Rockford,IL,61109,3249,4145 Samuelson Rd,,,Rockford,IL,61109,3249
2021-2022,17,ILLINOIS,IL,Rolling Green,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-0410120502054,1.73451E+11,1703587,3615 W Gate Pkwy,,,Rockford,IL,61108,6162,3615 W Gate Pkwy,,,Rockford,IL,61108,6162
2021-2022,17,ILLINOIS,IL,Auburn High School,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-0410120500001,1.73451E+11,1703599,5110 Auburn St,,,Rockford,IL,61101,2402,5110 Auburn St,,,Rockford,IL,61101,2402
2021-2022,17,ILLINOIS,IL,Rockford East High School,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-0410120500002,1.73451E+11,1703600,2929 Charles St,,,Rockford,IL,61108,1702,2929 Charles St,,,Rockford,IL,61108,1702
2021-2022,17,ILLINOIS,IL,R K Welsh Elem School,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-0410120502063,1.73451E+11,1703601,2100 Huffman Blvd,,,Rockford,IL,61103,3946,2100 Huffman Blvd,,,Rockford,IL,61103,3946
2021-2022,17,ILLINOIS,IL,West View Elem School,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-0410120502064,1.73451E+11,1703602,1720 Halsted Rd,,,Rockford,IL,61103,3067,1720 Halsted Rd,,,Rockford,IL,61103,3067
2021-2022,17,ILLINOIS,IL,Whitehead Elem School,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-0410120502066,1.73451E+11,1703603,2325 Ohio Pkwy,,,Rockford,IL,61108,7514,2325 Ohio Pkwy,,,Rockford,IL,61108,7514
2021-2022,17,ILLINOIS,IL,Cherry Valley Elementary School,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-0410120502067,1.73451E+11,1703604,6754 Armer Dr,,,Rockford,IL,61109,,6754 Armer Dr,,,Rockford,IL,61109,
2021-2022,17,ILLINOIS,IL,Thurgood Marshall Elementary,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-0410120502078,1.73451E+11,1703605,4704 N Rockton Ave,,,Rockford,IL,61103,1529,4704 N Rockton Ave,,,Rockford,IL,61103,1529
2021-2022,17,ILLINOIS,IL,Barbour Two-Way Lang Immersion,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-0410120502014,1.73451E+11,1703607,1506 Clover Ave,,,Rockford,IL,61102,3100,1506 Clover Ave,,,Rockford,IL,61102,3100
2021-2022,17,ILLINOIS,IL,Arthur Froberg Elem School,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-0410120502027,1.73451E+11,1703618,4555 20th St,,,Rockford,IL,61109,3135,4555 20th St,,,Rockford,IL,61109,3135
2021-2022,17,ILLINOIS,IL,Spring Creek Elem School,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-0410120502056,1.73451E+11,1703620,5222 Spring Creek Rd,,,Rockford,IL,61114,6330,5222 Spring Creek Rd,,,Rockford,IL,61114,6330
2021-2022,17,ILLINOIS,IL,C Henry Bloom Elem School,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-0410120502017,1.73451E+11,1703621,2912 Brendenwood Rd,,,Rockford,IL,61107,1907,2912 Brendenwood Rd,,,Rockford,IL,61107,1907
2021-2022,17,ILLINOIS,IL,Eisenhower Middle School,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-0410120501006,1.73451E+11,1704426,3525 Spring Creek Rd,,,Rockford,IL,61107,1151,3525 Spring Creek Rd,,,Rockford,IL,61107,1151
2021-2022,17,ILLINOIS,IL,Fairview Early Childhood Center,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-0410120503073,1.73451E+11,1705200,512 Fairview Ave,,,Rockford,IL,61108,1910,512 Fairview Ave,,,Rockford,IL,61108,1910
2021-2022,17,ILLINOIS,IL,Washington Elementary School,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-0410120502080,1.73451E+11,1705447,1421 West St,,,Rockford,IL,61102,3232,1421 West St,,,Rockford,IL,61102,3232
2021-2022,17,ILLINOIS,IL,West Middle School,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-0410120501001,1.73451E+11,1705448,1900 N Rockton Ave,,,Rockford,IL,61103,4370,1900 N Rockton Ave,,,Rockford,IL,61103,4370
2021-2022,17,ILLINOIS,IL,Roosevelt Center,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-0410120503075,1.73451E+11,1705449,978 Haskell Ave,,,Rockford,IL,61103,6046,978 Haskell Ave,,,Rockford,IL,61103,6046
2021-2022,17,ILLINOIS,IL,Riverdahl Elem School,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-0410120502051,1.73451E+11,1705531,3520 Kishwaukee St,,,Rockford,IL,61109,2005,3520 Kishwaukee St,,,Rockford,IL,61109,2005
2021-2022,17,ILLINOIS,IL,Galapagos Rockford Charter Sch,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-041012050202C,1.73451E+11,1706044,2605 School St,,,Rockford,IL,61101,5264,2605 School St,,,Rockford,IL,61101,5264
2021-2022,17,ILLINOIS,IL,Legacy Acad of Excellence Charter Sch,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-041012050201C,1.73451E+11,1706077,4029 Prairie Rd,,,Rockford,IL,61102,4501,4029 Prairie Rd,,,Rockford,IL,61102,4501
2021-2022,17,ILLINOIS,IL,Jackson Charter School,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-041012050203C,1.73451E+11,1706154,315 Summit St,,,Rockford,IL,61107,4231,315 Summit St,,,Rockford,IL,61107,4231
2021-2022,17,ILLINOIS,IL,Summerdale Early Childhood Center,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-0410120503078,1.73451E+11,1706164,3320 Glenwood Ave,,,Rockford,IL,61101,3468,3320 Glenwood Ave,,,Rockford,IL,61101,3468
2021-2022,17,ILLINOIS,IL,Thurgood Marshall School,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-0410120502087,1.73451E+11,1706242,4664 N Rockton Ave,,,Rockford,IL,61103,1528,4664 N Rockton Ave,,,Rockford,IL,61103,1528
2021-2022,17,ILLINOIS,IL,Wm Nashold Early Childhood Center,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-0410120503079,1.73451E+11,1706551,3303 20th St,,,Rockford,IL,61109,2312,3303 20th St,,,Rockford,IL,61109,2312
2021-2022,17,ILLINOIS,IL,Winnebago Co Detention Center,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-0410120503002,1.73451E+11,1706572,5350 Northrock Dr,,,Rockford,IL,61103,1284,5350 Northrock Dr,,,Rockford,IL,61103,1284
2021-2022,17,ILLINOIS,IL,Beyer Early Childhood Center,Rockford SD 205,1,,IL-04-101-2050-25,1734510,IL-04-101-2050-25-0410120503080,1.73451E+11,1706694,333 15Th Ave,,,Rockford,IL,61104,5101,333 15Th Ave,,,Rockford,IL,61104,5101
2021-2022,17,ILLINOIS,IL,Whitman Post Elem School,Rockton SD 140,1,,IL-04-101-1400-04,1734540,IL-04-101-1400-04-0410114002002,1.73454E+11,1701134,1060 E Union St,,,Rockton,IL,61072,1628,1060 E Union St,,,Rockton,IL,61072,1628
2021-2022,17,ILLINOIS,IL,Rockton Elem School,Rockton SD 140,1,,IL-04-101-1400-04,1734540,IL-04-101-1400-04-0410114002001,1.73454E+11,1703623,1050 E Union St,,,Rockton,IL,61072,1628,1050 E Union St,,,Rockton,IL,61072,1628
2021-2022,17,ILLINOIS,IL,Stephen Mack Middle School,Rockton SD 140,1,,IL-04-101-1400-04,1734540,IL-04-101-1400-04-0410114001001,1.73454E+11,1703624,11810 Old River Rd,,,Rockton,IL,61072,9468,11810 Old River Rd,,,Rockton,IL,61072,9468
2021-2022,17,ILLINOIS,IL,Rome Comm Cons Elem School,Rome CCSD 2,1,,IL-13-041-0020-04,1734590,IL-13-041-0020-04-1304100202001,1.73459E+11,1703625,233 W South St,,,Dix,IL,62830,1403,233 W South St,,,Dix,IL,62830,1403
2021-2022,17,ILLINOIS,IL,Rondout Elem School,Rondout SD 72,1,,IL-34-049-0720-02,1734620,IL-34-049-0720-02-3404907202001,1.73462E+11,1703626,28593 N Bradley Rd,,,Lake Forest,IL,60045,1154,28593 N Bradley Rd,,,Lake Forest,IL,60045,1154
2021-2022,17,ILLINOIS,IL,Graymont Elem School,Rooks Creek CCSD 425,1,,IL-17-053-4250-04,1734650,IL-17-053-4250-04-1705342502001,1.73465E+11,1703627,PO Box 117,,,Graymont,IL,61743,117,PO Box 117,,,Graymont,IL,61743,117
2021-2022,17,ILLINOIS,IL,Roselle Middle School,Roselle SD 12,1,,IL-19-022-0120-02,1734710,IL-19-022-0120-02-1902201201005,1.73471E+11,1703629,500 S Park St,,,Roselle,IL,60172,2219,500 S Park St,,,Roselle,IL,60172,2219
2021-2022,17,ILLINOIS,IL,Spring Hills Elem School,Roselle SD 12,1,,IL-19-022-0120-02,1734710,IL-19-022-0120-02-1902201202004,1.73471E+11,1703630,560 Pinecroft Dr,,,Roselle,IL,60172,2564,560 Pinecroft Dr,,,Roselle,IL,60172,2564
2021-2022,17,ILLINOIS,IL,Helen Keller JHS,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605401020,1.73474E+11,1700707,820 Bode Rd,,,Schaumburg,IL,60194,2750,820 Bode Rd,,,Schaumburg,IL,60194,2750
2021-2022,17,ILLINOIS,IL,Lincoln Prairie School,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605402032,1.73474E+11,1703420,500 Hillcrest Blvd,,,Hoffman Estates,IL,60169,4122,500 Hillcrest Blvd,,,Hoffman Estates,IL,60169,4122
2021-2022,17,ILLINOIS,IL,Adlai Stevenson Elem School,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605402028,1.73474E+11,1703631,1414 Armstrong Ln,,,Elk Grove Village,IL,60007,3158,1414 Armstrong Ln,,,Elk Grove Village,IL,60007,3158
2021-2022,17,ILLINOIS,IL,Adolph Link Elem School,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605402023,1.73474E+11,1703632,900 W Glenn Trl,,,Elk Grove Village,IL,60007,3025,900 W Glenn Trl,,,Elk Grove Village,IL,60007,3025
2021-2022,17,ILLINOIS,IL,Albert Einstein Elem School,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605402026,1.73474E+11,1703633,1100 Laurie Ln,,,Hanover Park,IL,60133,2343,1100 Laurie Ln,,,Hanover Park,IL,60133,2343
2021-2022,17,ILLINOIS,IL,Anne Fox Elem School,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605402011,1.73474E+11,1703634,1035 Parkview Dr,,,Hanover Park,IL,60133,2637,1035 Parkview Dr,,,Hanover Park,IL,60133,2637
2021-2022,17,ILLINOIS,IL,Campanelli Elem School,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605402005,1.73474E+11,1703635,310 S Springinsguth Rd,,,Schaumburg,IL,60193,1209,310 S Springinsguth Rd,,,Schaumburg,IL,60193,1209
2021-2022,17,ILLINOIS,IL,Buzz Aldrin Elem School,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605402002,1.73474E+11,1703636,617 Boxwood Dr,,,Schaumburg,IL,60193,2713,617 Boxwood Dr,,,Schaumburg,IL,60193,2713
2021-2022,17,ILLINOIS,IL,Dwight D Eisenhower JHS,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605401018,1.73474E+11,1703637,800 Hassell Rd,,,Hoffman Estates,IL,60169,2656,800 Hassell Rd,,,Hoffman Estates,IL,60169,2656
2021-2022,17,ILLINOIS,IL,Enders-Salk Elem School,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605402030,1.73474E+11,1703638,345 N Salem Dr,,,Schaumburg,IL,60194,4339,345 N Salem Dr,,,Schaumburg,IL,60194,4339
2021-2022,17,ILLINOIS,IL,Fairview Elem School,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605402010,1.73474E+11,1703640,375 Arizona Blvd,,,Hoffman Estates,IL,60169,1922,375 Arizona Blvd,,,Hoffman Estates,IL,60169,1922
2021-2022,17,ILLINOIS,IL,Frederick Nerge Elem School,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605402029,1.73474E+11,1703641,660 N Woodfield Trl,,,Roselle,IL,60172,1058,660 N Woodfield Trl,,,Roselle,IL,60172,1058
2021-2022,17,ILLINOIS,IL,Hanover Highlands Elem School,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605402013,1.73474E+11,1703642,1451 Cypress Ave,,,Hanover Park,IL,60133,3705,1451 Cypress Ave,,,Hanover Park,IL,60133,3705
2021-2022,17,ILLINOIS,IL,Hoover Math and Science Academy,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605402027,1.73474E+11,1703645,315 N Springinsguth Rd,,,Schaumburg,IL,60194,4063,315 N Springinsguth Rd,,,Schaumburg,IL,60194,4063
2021-2022,17,ILLINOIS,IL,Jane Addams JHS,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605401001,1.73474E+11,1703646,700 S Springinsguth Rd,,,Schaumburg,IL,60193,2445,700 S Springinsguth Rd,,,Schaumburg,IL,60193,2445
2021-2022,17,ILLINOIS,IL,John Muir Literacy Academy,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605402022,1.73474E+11,1703647,1973 Kensington Ln,,,Hoffman Estates,IL,60169,2518,1973 Kensington Ln,,,Hoffman Estates,IL,60169,2518
2021-2022,17,ILLINOIS,IL,Lakeview Elem School,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605402018,1.73474E+11,1703648,615 Lakeview Ln,,,Hoffman Estates,IL,60169,3007,615 Lakeview Ln,,,Hoffman Estates,IL,60169,3007
2021-2022,17,ILLINOIS,IL,MacArthur International Spanish Academy,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605402019,1.73474E+11,1703649,1800 Chippendale Rd,,,Hoffman Estates,IL,60169,6947,1800 Chippendale Rd,,,Hoffman Estates,IL,60169,6947
2021-2022,17,ILLINOIS,IL,Michael Collins Elem School,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605402007,1.73474E+11,1703650,407 Summit Dr,,,Schaumburg,IL,60193,3050,407 Summit Dr,,,Schaumburg,IL,60193,3050
2021-2022,17,ILLINOIS,IL,Nathan Hale Elem School,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605402015,1.73474E+11,1703651,1300 W Wise Rd,,,Schaumburg,IL,60193,3627,1300 W Wise Rd,,,Schaumburg,IL,60193,3627
2021-2022,17,ILLINOIS,IL,Neil Armstrong Elem School,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605402003,1.73474E+11,1703652,1320 Kingsdale Rd,,,Hoffman Estates,IL,60169,1217,1320 Kingsdale Rd,,,Hoffman Estates,IL,60169,1217
2021-2022,17,ILLINOIS,IL,Robert Frost JHS,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605401012,1.73474E+11,1703653,320 W Wise Rd,,,Schaumburg,IL,60193,4015,320 W Wise Rd,,,Schaumburg,IL,60193,4015
2021-2022,17,ILLINOIS,IL,Thomas Dooley Elem School,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605402009,1.73474E+11,1703656,622 Norwood Ln,,,Schaumburg,IL,60193,2640,622 Norwood Ln,,,Schaumburg,IL,60193,2640
2021-2022,17,ILLINOIS,IL,Winston Churchill Elem School,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605402006,1.73474E+11,1703658,1520 Jones Rd,,,Schaumburg,IL,60195,4237,1520 Jones Rd,,,Schaumburg,IL,60195,4237
2021-2022,17,ILLINOIS,IL,Elizabeth Blackwell Elem School,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605402031,1.73474E+11,1704427,345 N Walnut Ln,,,Schaumburg,IL,60194,3864,345 N Walnut Ln,,,Schaumburg,IL,60194,3864
2021-2022,17,ILLINOIS,IL,Margaret Mead JHS,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605401019,1.73474E+11,1704428,1765 Biesterfield Rd,,,Elk Grove Village,IL,60007,7072,1765 Biesterfield Rd,,,Elk Grove Village,IL,60007,7072
2021-2022,17,ILLINOIS,IL,Everett Dirksen Elementary Sch,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605402008,1.73474E+11,1705450,116 W Beech Dr,,,Schaumburg,IL,60193,1547,116 W Beech Dr,,,Schaumburg,IL,60193,1547
2021-2022,17,ILLINOIS,IL,The District 54 Early Learning Center,Schaumburg CCSD 54,1,,IL-05-016-0540-04,1734740,IL-05-016-0540-04-0501605403111,1.73474E+11,1706316,520 E Schaumburg Rd,,,Schaumburg,IL,60194,3510,520 E Schaumburg Rd,,,Schaumburg,IL,60194,3510
2021-2022,17,ILLINOIS,IL,Rosemont Elem School,Rosemont ESD 78,1,,IL-06-016-0780-02,1734770,IL-06-016-0780-02-0601607802001,1.73477E+11,1703659,6101 Ruby St,,,Rosemont,IL,60018,4450,6101 Ruby St,,,Rosemont,IL,60018,4450
2021-2022,17,ILLINOIS,IL,Rossville-Alvin Elem School,Rossville-Alvin CUSD 7,1,,IL-54-092-0070-26,1734870,IL-54-092-0070-26-5409200702001,1.73487E+11,1703662,350 N Chicago St,,,Rossville,IL,60963,9700,350 N Chicago St,,,Rossville,IL,60963,9700
2021-2022,17,ILLINOIS,IL,Bismarck-Henning Rossville-Alvin Cooperative HS  7,Rossville-Alvin CUSD 7,1,,IL-54-092-0070-26,1734870,IL-54-092-0070-26-5409200700002,1.73487E+11,1706534,350 N Chicago St,,,Rossville,IL,60963,9700,350 N Chicago St,,,Rossville,IL,60963,9700
2021-2022,17,ILLINOIS,IL,Pleviak Elem School,Round Lake CUSD 116,1,,IL-34-049-1160-26,1734990,IL-34-049-1160-26-3404911602007,1.73499E+11,1702974,304 E Grand Ave,,,Lake Villa,IL,60046,7860,304 E Grand Ave,,,Lake Villa,IL,60046,7860
2021-2022,17,ILLINOIS,IL,Indian Hill Elem School,Round Lake CUSD 116,1,,IL-34-049-1160-26,1734990,IL-34-049-1160-26-3404911602002,1.73499E+11,1703664,1920 Lotus Dr,,,Round Lake Heights,IL,60073,1122,1920 Lotus Dr,,,Round Lake Heights,IL,60073,1122
2021-2022,17,ILLINOIS,IL,Round Lake Middle School,Round Lake CUSD 116,1,,IL-34-049-1160-26,1734990,IL-34-049-1160-26-3404911601003,1.73499E+11,1703665,2000 Lotus Dr,,,Round Lake Heights,IL,60073,1194,2000 Lotus Dr,,,Round Lake Heights,IL,60073,1194
2021-2022,17,ILLINOIS,IL,Raymond Ellis Elem School,Round Lake CUSD 116,1,,IL-34-049-1160-26,1734990,IL-34-049-1160-26-3404911602001,1.73499E+11,1703666,720 Central Park Dr,,,Round Lake Beach,IL,60073,2400,720 Central Park Dr,,,Round Lake Beach,IL,60073,2400
2021-2022,17,ILLINOIS,IL,Round Lake Beach Elem School,Round Lake CUSD 116,1,,IL-34-049-1160-26,1734990,IL-34-049-1160-26-3404911602004,1.73499E+11,1703667,1421 Ardmore Dr,,,Round Lake Beach,IL,60073,1918,1421 Ardmore Dr,,,Round Lake Beach,IL,60073,1918
2021-2022,17,ILLINOIS,IL,Round Lake Senior High School,Round Lake CUSD 116,1,,IL-34-049-1160-26,1734990,IL-34-049-1160-26-3404911600006,1.73499E+11,1703668,800 High School Dr,,,Round Lake,IL,60073,2951,800 High School Dr,,,Round Lake,IL,60073,2951
2021-2022,17,ILLINOIS,IL,Village Elementary School,Round Lake CUSD 116,1,,IL-34-049-1160-26,1734990,IL-34-049-1160-26-3404911602006,1.73499E+11,1703669,880 W Nippersink Rd,,,Round Lake,IL,60073,3701,880 W Nippersink Rd,,,Round Lake,IL,60073,3701
2021-2022,17,ILLINOIS,IL,W J Murphy Elem School,Round Lake CUSD 116,1,,IL-34-049-1160-26,1734990,IL-34-049-1160-26-3404911602005,1.73499E+11,1703670,220 Greenwood Dr,,,Round Lake Park,IL,60073,3444,220 Greenwood Dr,,,Round Lake Park,IL,60073,3444
2021-2022,17,ILLINOIS,IL,Magee Middle School,Round Lake CUSD 116,1,,IL-34-049-1160-26,1734990,IL-34-049-1160-26-3404911601004,1.73499E+11,1705995,500 N Cedar Lake Rd,,,Round Lake,IL,60073,2804,500 N Cedar Lake Rd,,,Round Lake,IL,60073,2804
2021-2022,17,ILLINOIS,IL,Early Childhood Facility,Round Lake CUSD 116,1,,IL-34-049-1160-26,1734990,IL-34-049-1160-26-3404911603002,1.73499E+11,1706334,882 W Nippersink Rd,,,Round Lake,IL,60073,3701,882 W Nippersink Rd,,,Round Lake,IL,60073,3701
2021-2022,17,ILLINOIS,IL,Round Lake Transition Center,Round Lake CUSD 116,1,,IL-34-049-1160-26,1734990,IL-34-049-1160-26-3404911603003,1.73499E+11,1706335,801 Sunset Dr,,,Round Lake,IL,60073,2827,801 Sunset Dr,,,Round Lake,IL,60073,2827
2021-2022,17,ILLINOIS,IL,Roxana Junior High School,Roxana CUSD 1,1,,IL-41-057-0010-26,1735010,IL-41-057-0010-26-4105700101001,1.73501E+11,1703671,401 Chaffer Ave,,,Roxana,IL,62084,1125,401 Chaffer Ave,,,Roxana,IL,62084,1125
2021-2022,17,ILLINOIS,IL,Central Intermediate School,Roxana CUSD 1,1,,IL-41-057-0010-26,1735010,IL-41-057-0010-26-4105700102004,1.73501E+11,1703673,601 Chaffer Ave,,,Roxana,IL,62084,1126,601 Chaffer Ave,,,Roxana,IL,62084,1126
2021-2022,17,ILLINOIS,IL,Roxana Sr High School,Roxana CUSD 1,1,,IL-41-057-0010-26,1735010,IL-41-057-0010-26-4105700100001,1.73501E+11,1703674,401 Chaffer Ave,,,Roxana,IL,62084,1125,401 Chaffer Ave,,,Roxana,IL,62084,1125
2021-2022,17,ILLINOIS,IL,South Primary School,Roxana CUSD 1,1,,IL-41-057-0010-26,1735010,IL-41-057-0010-26-4105700102006,1.73501E+11,1704822,414 Indiana Ave,,,South Roxana,IL,62087,1628,414 Indiana Ave,,,South Roxana,IL,62087,1628
2021-2022,17,ILLINOIS,IL,Rutland Elem School,Rutland CCSD 230,1,,IL-35-050-2300-04,1735100,IL-35-050-2300-04-3505023002001,1.7351E+11,1703676,RR 71 E 3231,,,Ottawa,IL,61350,,RR 71 E 3231,,,Ottawa,IL,61350,
2021-2022,17,ILLINOIS,IL,Hawthorn Elem School,Salem SD 111,1,,IL-13-058-1110-02,1735160,IL-13-058-1110-02-1305811102004,1.73516E+11,1703679,1300 Bobcat Cir,,,Salem,IL,62881,4274,1300 Bobcat Cir,,,Salem,IL,62881,4274
2021-2022,17,ILLINOIS,IL,Franklin Park Middle School,Salem SD 111,1,,IL-13-058-1110-02,1735160,IL-13-058-1110-02-1305811102005,1.73516E+11,1703680,1325 Bobcat Cir,,,Salem,IL,62881,1015,1325 Bobcat Cir,,,Salem,IL,62881,1015
2021-2022,17,ILLINOIS,IL,Salem Community High School,Salem CHSD 600,1,,IL-13-058-6000-16,1735190,IL-13-058-6000-16-1305860000001,1.73519E+11,1703681,1200 N Broadway Ave,,,Salem,IL,62881,4204,1200 N Broadway Ave,,,Salem,IL,62881,4204
2021-2022,17,ILLINOIS,IL,John E Albright Middle School,Salt Creek SD 48,1,,IL-19-022-0480-02,1735220,IL-19-022-0480-02-1902204801003,1.73522E+11,1703682,1110 S Villa Ave,,,Villa Park,IL,60181,3326,1110 S Villa Ave,,,Villa Park,IL,60181,3326
2021-2022,17,ILLINOIS,IL,Salt Creek Elem School,Salt Creek SD 48,1,,IL-19-022-0480-02,1735220,IL-19-022-0480-02-1902204802001,1.73522E+11,1703683,980 S Riverside Dr,,,Elmhurst,IL,60126,4977,980 S Riverside Dr,,,Elmhurst,IL,60126,4977
2021-2022,17,ILLINOIS,IL,Stella May Swartz Elem School,Salt Creek SD 48,1,,IL-19-022-0480-02,1735220,IL-19-022-0480-02-1902204802002,1.73522E+11,1703684,17W160 16th St,,,Oakbrook Terrace,IL,60181,4033,17W160 16th St,,,Oakbrook Terrace,IL,60181,4033
2021-2022,17,ILLINOIS,IL,Sandoval Jr High School,Sandoval CUSD 501,1,,IL-13-058-5010-26,1735310,IL-13-058-5010-26-1305850101002,1.73531E+11,1703688,859 W Missouri Ave,,,Sandoval,IL,62882,1031,859 W Missouri Ave,,,Sandoval,IL,62882,1031
2021-2022,17,ILLINOIS,IL,Sandoval Sr High School,Sandoval CUSD 501,1,,IL-13-058-5010-26,1735310,IL-13-058-5010-26-1305850100001,1.73531E+11,1703689,859 W Missouri Ave,,,Sandoval,IL,62882,1031,859 W Missouri Ave,,,Sandoval,IL,62882,1031
2021-2022,17,ILLINOIS,IL,Sandoval Elem School,Sandoval CUSD 501,1,,IL-13-058-5010-26,1735310,IL-13-058-5010-26-1305850102002,1.73531E+11,1704825,300 E Perry Ave,,,Sandoval,IL,62882,1107,300 E Perry Ave,,,Sandoval,IL,62882,1107
2021-2022,17,ILLINOIS,IL,Sandridge Elem School,Sandridge SD 172,1,,IL-07-016-1720-02,1735340,IL-07-016-1720-02-0701617202001,1.73534E+11,1703690,2950 Glenwood Dyer Rd,,,Lynwood,IL,60411,9755,2950 Glenwood Dyer Rd,,,Lynwood,IL,60411,9755
2021-2022,17,ILLINOIS,IL,Lynn G Haskin Elementary School,Sandwich CUSD 430,1,,IL-16-019-4300-26,1735370,IL-16-019-4300-26-1601943002003,1.73537E+11,1703691,720 S Wells St,,,Sandwich,IL,60548,2449,720 S Wells St,,,Sandwich,IL,60548,2449
2021-2022,17,ILLINOIS,IL,Prairie View Elem School,Sandwich CUSD 430,1,,IL-16-019-4300-26,1735370,IL-16-019-4300-26-1601943002006,1.73537E+11,1703692,1201 Castle St,,,Sandwich,IL,60548,1068,1201 Castle St,,,Sandwich,IL,60548,1068
